_id,数量,图片,口径,类型,参战情况,名称,生产年限,简介,全枪重,有效射程,全枪长,制造商,弹匣容弹量,大类,发射性能,战斗射速,产国,关注度
{'$oid': '5cc9325e831b973d657f1adb'},NULL,http://images.huanqiu.com/sarons/2013/11/131216059b7891f989a27631d60fcd84.jpg,9毫米,手枪,NULL,伯莱塔9毫米×19毫米92SB型手枪,NULL,,0.95千克,NULL,217毫米,意大利伯莱塔公司(意大利，Gardone VT),15发,枪械与单兵,NULL,NULL,意大利,NULL
{'$oid': '5cc9325e831b973d657f1adc'},NULL,http://images.huanqiu.com/sarons/2013/11/b19efe3a5ef810020a0566b265aee5c0.jpg,9毫米,手枪,NULL,FN9毫米大威力手枪,NULL,FN99毫米大威力手枪实际上是1925年在美国设计定型、比利时公司生产的1935式勃朗宁手枪。在1940年比利时被德国占领之前，工厂撤往加拿大，并由约翰·英格利斯公司继续生产。不过，加拿大的产品取消了原枪的水平表尺和可拆卸的握把。德国为满足其需要也生产过这种手枪，但是，手枪性能极差。二次大战后，FN公司恢复生产，这种手枪在许多国家成了制式装备，甚至连长期以来推崇左轮手枪的英国也采用了这种1935式手枪。在德国该手枪被称为640(b)手枪；在加拿大和英国则被称为FN勃朗宁9mm大威力手枪；在丹麦被称为M46式9mm手枪；在印度尼西亚被称为平达德PiA式9mm手枪。FN 9mm口径大威力手枪目前是世界应用最广泛的手枪之一，有近50个国家使用或仿制。,0.929千克,NULL,197毫米,阿根廷国营轻武器公司,14发,枪械与单兵,NULL,NULL,阿根廷,NULL
{'$oid': '5cc9325e831b973d657f1add'},NULL,,9毫米,手枪,NULL,阿斯特拉A-50手枪,1960年至今,,0.65千克,NULL,168毫米,西班牙阿斯特拉公司,7发,枪械与单兵,NULL,NULL,西班牙,NULL
{'$oid': '5cc9325e831b973d657f1ade'},NULL,http://images.huanqiu.com/sarons/2013/11/6f09646423bc0edf47d976bd5ca2094e.jpg,9毫米,手枪,NULL,9毫米星式30M和30PK手枪,1988年,,1.14千克,NULL,205毫米,斯塔-博尼法乔厄谢弗里亚公司(西班牙，伊巴）,15发,枪械与单兵,NULL,NULL,西班牙,NULL
{'$oid': '5cc9325e831b973d657f1adf'},NULL,http://images.huanqiu.com/sarons/2013/11/fa1620a04a6f64fe50dec3516f3bcf50.jpg,9毫米,手枪,NULL,伯莱塔9毫米×19毫米93R型可选射击模式手枪,NULL,"
伯莱塔93R（英语：Beretta 93R），是意大利伯莱塔公司于1975年，以伯莱塔92及伯莱塔M1951手枪的设计为基础所设计的冲锋手枪，口径为9×19毫米，射击模式有单发及三点发可选择。
",1.17千克,NULL,240毫米,意大利伯莱塔公司(意大利，Gardone VT）,20发,枪械与单兵,NULL,NULL,意大利,NULL
{'$oid': '5cc9325f831b973d657f1ae0'},NULL,http://images.huanqiu.com/sarons/2013/11/a79861467b21b320cfa5204cfce38921.jpg,11.43毫米,手枪,NULL,帕拉军工P14-45 0.45手枪,NULL,"
P14-45是一种全尺寸半自动手枪，由柯尔特M1911A1发展而来，但是弹匣容量更大。P13-45的握把和枪管比P14-45稍短，弹匣容量少一发。袖珍型P12-45是为了方便隐藏而设计的，比P13-45更紧凑，但弹匣容量仅仅少一发。
",1.1千克,NULL,216毫米,帕拉军工,14发,枪械与单兵,NULL,NULL,加拿大,NULL
{'$oid': '5cc9325f831b973d657f1ae1'},NULL,http://images.huanqiu.com/sarons/2013/11/e3b2dcf0928a2924e28fcae71976f0a7.jpg,9毫米,手枪,NULL,HS95手枪 ,NULL,,1.032千克,NULL,180毫米,LM-METAL-公司,15发,枪械与单兵,NULL,NULL,克罗地亚,NULL
{'$oid': '5cc9325f831b973d657f1ae2'},NULL,,9毫米,手枪,NULL,9毫米改进型马卡洛夫手枪PMM,NULL,"
马卡洛夫手枪（PistoletMakarova，俄语：Пистолет Макарова）是一种俄罗斯制的半自动手枪，由尼古拉.马卡洛夫研制。PMM是PM的改进型。主要改进之处为：使用了更大的滑架，加强复进簧，使其能够发射膛压更高的改进型马卡洛夫手枪弹（初速达到400米/秒），弹匣容量增加到双排12发、把原来形状纤细的握把改成可以适应较厚弹匣的形状，握把嵌板也作了改进。尽管销量并不高，但有部份已获俄罗斯军方和特种部队所采用。
",0.76千克,NULL,169毫米,伊热夫斯克机器厂(俄罗斯，莫斯科),12发,枪械与单兵,NULL,NULL,苏/俄,NULL
{'$oid': '5cc9325f831b973d657f1ae3'},NULL,http://images.huanqiu.com/sarons/2013/11/2ff82c1e74d0cfa5a2c27c92b88476e1.jpg,9毫米,手枪,NULL,9毫米K5手枪,1989年,"
K5手枪是一把由韩国大宇集团（前称：大宇精密工业）生产的半自动手枪，发射9 × 19 毫米鲁格弹手枪子弹。K5于1989年开始生产。这是采用枪管短行程后座作用操作和使用传统的勃朗宁式闭锁系统。
",0.8千克,NULL,190毫米,大宇通信有限责任公司(韩国，釜山),12发,枪械与单兵,NULL,NULL,韩国,NULL
{'$oid': '5cc9325f831b973d657f1ae4'},NULL,http://images.huanqiu.com/sarons/2013/11/00631d8c25054bb166fb497030624085.jpg,9毫米,手枪,NULL,9毫米HS2000手枪,NULL,,0.7千克,NULL,180毫米,IM-METAL公司,13发,枪械与单兵,NULL,NULL,克罗地亚,NULL
{'$oid': '5cc9325f831b973d657f1ae5'},NULL,http://images.huanqiu.com/sarons/2013/11/0a384cd5a225a4ca2d9fe0f313d0b73b.jpg,5.56毫米,手枪,NULL,MTE224V和MTE224VA手枪,NULL,,1.045千克,NULL,260毫米,ASAI集团公司(瑞士，索洛图恩),26发,枪械与单兵,NULL,NULL,瑞士,NULL
{'$oid': '5cc9325f831b973d657f1ae6'},NULL,http://images.huanqiu.com/sarons/2013/11/0faaa212f9bae77a46c8fed7aa076c6b.jpg,9毫米,手枪,NULL,92FS型自动装填手枪,20世纪70年代,"
9毫米伯莱塔92FS手枪是由意大利皮雷西亚省的伯莱塔公司于上世纪70年代初开始研制的，70年代中期开始装备部队。意大利三军部队、警察、治安机关、准军事机构都装备了不同型号的伯莱塔92系列手枪。巴西、智利、法国、美国等国先后引进并特许生产。美军装备伯莱塔92FS被命名为M9式手枪现已被美国陆海空三军、海军陆战队和海岸警备队正式列装。
",1.17千克,NULL,217毫米,意大利伯莱塔公司(意大利，GardoneVT),20发,枪械与单兵,NULL,NULL,意大利,NULL
{'$oid': '5cc9325f831b973d657f1ae7'},NULL,http://images.huanqiu.com/sarons/2013/11/5205f328cc11ca9cc0af292195375072.jpg,9毫米,手枪,NULL,CZ100手枪,1995年至今,,0.645千克,NULL,177毫米,NULL,13发,枪械与单兵,NULL,NULL,捷克,NULL
{'$oid': '5cc9325f831b973d657f1ae8'},NULL,,7.62毫米,手枪,NULL,7.62毫米PSS微声手枪,NULL,,0.7千克,NULL,165毫米,中央精密机械工程研究院(俄罗斯，莫斯科),6发,枪械与单兵,NULL,NULL,苏/俄,NULL
{'$oid': '5cc9325f831b973d657f1ae9'},NULL,http://images.huanqiu.com/sarons/2013/11/2b6b2eb9b87dd27043820ebc0fc43d48.jpg,9毫米,手枪,NULL,“凡安得”P-83手枪,1983年,,0.73千克,NULL,165毫米,Zaklady Metalowe Lucznik SA公司(波兰，拉多姆),8发,枪械与单兵,NULL,NULL,波兰,NULL
{'$oid': '5cc93260831b973d657f1aea'},NULL,http://images.huanqiu.com/sarons/2013/11/a7ce51a35125b5d138743f30819f8928.jpg,11.43毫米,手枪,NULL,0.45英寸1911A1型自动手枪,NULL,,1.13千克,NULL,219毫米,柯尔特制造有限公司(美国，康涅狄格州),7发,枪械与单兵,NULL,NULL,美国,NULL
{'$oid': '5cc93260831b973d657f1aeb'},NULL,http://images.huanqiu.com/sarons/2013/11/2c234ed8d75ca847071d33658ed9fb1f.jpg,9毫米,手枪,NULL,9毫米P7M8和P＆M13手枪,1976年（P7）,,0.85千克,NULL,171毫米,黑克勒-科赫公司,5发,枪械与单兵,NULL,NULL,德国,NULL
{'$oid': '5cc93260831b973d657f1aec'},NULL,,9毫米,手枪,NULL,EBP9毫米EP7手枪 ,NULL,"
希腊EBP9毫米EP7手枪服役于希腊特种部队。承包商为赫勒依克军事工业公司(希腊，雅典)。
",0.78千克,NULL,171毫米,赫勒依克军事工业公司,8发,枪械与单兵,NULL,NULL,希腊,NULL
{'$oid': '5cc93260831b973d657f1aed'},NULL,,11.43毫米,手枪,NULL,0.45英寸手枪,NULL,,1.13千克,NULL,223毫米,海军陆战队步枪队装备工作室(美国，弗吉尼亚州),7发,枪械与单兵,NULL,NULL,美国,NULL
{'$oid': '5cc93260831b973d657f1aee'},NULL,http://images.huanqiu.com/sarons/2013/11/21563c716250c13feee2904ceca6569c.jpg,7.65毫米,手枪,第二次世界大战法越战争,7.65毫米PP型手枪,1929年至今（PP型）,,0.682千克,NULL,173毫米,卡尔瓦尔特武器制造厂,8发,枪械与单兵,半自动枪支,NULL,德国,NULL
{'$oid': '5cc93260831b973d657f1aef'},NULL,http://images.huanqiu.com/sarons/2013/11/ea84c36e23526957f39b3a2a4ceec777.jpg,9毫米,手枪,NULL,9毫米P5型袖珍手枪 ,NULL,,0.885千克,NULL,180毫米,卡尔瓦尔特武器制造厂,8发,枪械与单兵,NULL,NULL,德国,NULL
{'$oid': '5cc93260831b973d657f1af0'},NULL,http://images.huanqiu.com/sarons/2013/11/f50fa271acb5f7e7b005d5e84177a042.jpg,11.43毫米,手枪,NULL,CZ97B手枪,1997年,,1.15千克,NULL,212毫米,波尔约夫卡兵工厂,10发,枪械与单兵,NULL,NULL,捷克,NULL
{'$oid': '5cc93261831b973d657f1af1'},NULL,http://images.huanqiu.com/sarons/2013/11/1b3a3f499007b1973b4d4ab3fe33be49.jpg,9毫米,手枪,NULL,9毫米P1型手枪 ,NULL,,0.772千克,NULL,218毫米,德国卡尔瓦尔特武器制造厂,8发,枪械与单兵,NULL,NULL,德国,NULL
{'$oid': '5cc93261831b973d657f1af2'},NULL,,11.43毫米,手枪,NULL,特种作战司令部（SOCOM）手枪,NULL,"
该枪设计了机械后坐力消减系统，能够让射手感觉到的后坐力减少约百分之三十。枪身材料是聚合物塑料，滑套是一次压制成型的部件，聚合物弹匣的容量是13发0.45英寸子弹。该手枪支持单动和双动两种模式，带有精巧的手动保险杆。激光模块由两枚AA电池供电，可分别发射可视的瞄准线或红外瞄准线，也可以让可视光或红外线发射器同时工作。激光瞄准线还可以进行风偏和高度调整，可以拆除或替换整个模块而不会影响到归零。
",2.25千克,NULL,399毫米,黑克勒-科赫公司,13发,枪械与单兵,NULL,NULL,德国,NULL
{'$oid': '5cc93261831b973d657f1af3'},NULL,,7.62毫米,手枪,NULL,P117.62毫米水下手枪 ,1970年  ,"
P11，是德国武器制造商黑克勒-科赫生产的一款水下手枪。直到现在，HK公司从没有正式公布过这支秘密研制的水下手枪的资料。有资料指P11是在1970年代研制，并在1976年投入使用。美国三角洲部队至少已经购买了100支P11，其容弹量是5发7.62×36mm口径的飞镳弹，没有弹匣，不能自动装填，子弹密封在弹膛兼枪管内，靠电击发。由于没有弹匣，枪管和弹匣是整个更换的。P11的枪声比MP5SD略大，射程50米，水下射程10～15米。
",1.2千克,NULL,200毫米,德国黑克勒-科赫公司,5发,枪械与单兵,NULL,NULL,德国,NULL
{'$oid': '5cc93261831b973d657f1af4'},NULL,,11.43毫米,手枪,NULL,联邦调查局专用武器和战术手枪,NULL,,1.01千克,NULL,219毫米,杰纳苏斯普林菲尔德有限公司(美国，伊利诺斯州),8发,枪械与单兵,NULL,NULL,美国,NULL
{'$oid': '5cc93261831b973d657f1af5'},NULL,http://images.huanqiu.com/sarons/2013/11/8f53f7cad6c0b3caacf8b723b9c023e4.jpg,9毫米,手枪,NULL,PA15 9毫米手枪,NULL,"
巴荣纳自动武器制造公司PA15手枪依靠回转式枪管实现延迟气体反冲。
",1.09千克,NULL,203毫米,巴荣纳自动武器制造公司,20发,枪械与单兵,NULL,NULL,法国,NULL
{'$oid': '5cc93261831b973d657f1af6'},NULL,http://images.huanqiu.com/sarons/2014/01/49bc8816e0de74b1e7f43633dcd29fb3.jpg,9毫米,手枪,NULL,MP-443乌鸦式手枪 ,2003年至今,"
MP443“乌鸦”半自动手枪是为响应1993年开始的俄罗斯军队新型手枪试验而研发的，由俄罗斯联邦枪械设计师弗拉基米尔·亚雷金（Vladimir Yarygin）领导的设计团队研制，由枪械制造商伊热夫斯克兵工厂（Izhevsk Mechanical Plant）生产，可发射多种9 × 19 毫米鲁格弹，包括俄罗斯研制的7N21高压子弹（+P+）。
",0.95千克,NULL,198毫米,伊热夫斯克机械工厂,17发,枪械与单兵,NULL,NULL,俄罗斯,NULL
{'$oid': '5cc93262831b973d657f1af7'},35076,,9毫米,手枪,NULL,阿斯特拉M900手枪,1928年,,1.275千克,NULL,308毫米,阿斯特拉公司,20发,枪械与单兵,第二次世界大战，中国抗日战争,NULL,西班牙,NULL
{'$oid': '5cc93262831b973d657f1af8'},1000000,http://images.huanqiu.com/sarons/2014/01/cb1dc348639ff230acef6322d2845151.jpg,9毫米,手枪,NULL,勃朗宁大威力手枪,1935年,,1千克,NULL,197毫米,阿根廷国营兵工厂，勃朗宁武器公司,16发,枪械与单兵,NULL,NULL,美国,NULL
{'$oid': '5cc93262831b973d657f1af9'},NULL,,8毫米,手枪,NULL,日本“南部”14式8毫米手枪,1927年,"
该手枪是在南部纪次郎1904年研制、1915年装备日军“南部”4型手枪的基础上研制的。1927年装备日本军队，称为14型。该手枪还有一种小型枪，被称为“小南部”发射7毫米瓶颈状枪弹，该枪仅在日本空军部队中少量装备。
",0.9千克,50米,227毫米,NULL,8发,枪械与单兵,NULL,NULL,日本,NULL
{'$oid': '5cc93262831b973d657f1afa'},NULL,http://images.huanqiu.com/sarons/2013/11/265a32b3082ed94539181d7cc74d1fc8.jpg,9毫米,手枪,NULL,9毫米×19毫米乌其手枪,NULL,以色列乌齐冲锋枪的缩短型，只能半自动射击。目前在警察和特种部队中广泛使用。乌齐手枪设计目的为民用，但它也被军事和安全武装部队作为安装消解器的成功范例而广泛使用，与之配套的还有空包弹发射器和激光瞄准器。,3.2千克,NULL,240毫米,以色列军事工业有限公司,20发,枪械与单兵,NULL,NULL,以色列,NULL
{'$oid': '5cc93262831b973d657f1afb'},NULL,,9毫米,手枪,NULL,M9手枪,NULL,"
1978年，为了取代旧的0.45ACP口径柯尔特M1911A1半自动手枪，美国空军提出需采用一种新的9毫米半自动手枪。三军轻武器规划委员会代表空军向几家著名的枪械公司发出邀请。意大利伯莱塔公司起初提交了92S型，但美国空军需要像M1911A1那样的拇指操作式弹匣卡笋，因此伯莱塔公司进行了重新设计。1980年底，美国空军官方正式宣布了试验的结果，在所有型号中，伯莱塔92S-1被评定为最好的。

1983年，三军轻武器规划委员会再次准备由陆军进行一次手枪试验计划，命名为“XM9制式手枪试验”。共有8家制造商投标。1985年1月14日美国陆军宣布伯莱塔92SB-F是这次比试的优胜者，伯莱塔92SB-F被美军正式命名为M9。
",1.145千克,NULL,217毫米,NULL,15发,枪械与单兵,NULL,NULL,美国,NULL
{'$oid': '5cc93262831b973d657f1afc'},NULL,,9.06毫米,手枪,NULL,MP412 REX左轮手枪,NULL,"
MP412 REX是一款由俄罗斯伊热夫斯克机械工厂生产的中折式双动式左轮手枪。虽然其主要目的是用作出口，但由于缺乏市场所以并没有作大规模生产。
",0.9千克,NULL,232毫米,伊热夫斯克机械工厂,6发,枪械与单兵,NULL,NULL,俄罗斯,NULL
{'$oid': '5cc93262831b973d657f1afd'},NULL,http://images.huanqiu.com/sarons/2014/05/ea1372c6207b57dcfc40506609934029.jpg,5.8毫米,手枪,NULL,QSZ92式半自动手枪,1994年,,760千克,50米,190毫米,北方工业公司,15发,枪械与单兵,NULL,NULL,中国,NULL
{'$oid': '5cc93263831b973d657f1afe'},NULL,http://images.huanqiu.com/sarons/2013/11/e7a34ee2e250b891c220c7247d5c90e6.jpg,9毫米,手枪,NULL,杰里科(Jericho)手枪 ,NULL,,1千克,NULL,207毫米,以色列军事工业有限公司,16发,枪械与单兵,NULL,NULL,以色列,NULL
{'$oid': '5cc93263831b973d657f1aff'},NULL,http://images.huanqiu.com/sarons/2014/01/f145eb723e38621550ac1c909d49c281.jpg,9毫米,手枪,第二次世界大战,人民手枪,1944年-1945年,,1.088千克,NULL,215毫米,瓦尔特公司，毛瑟兵工厂,8发,枪械与单兵,半自动枪支,NULL,德国,NULL
{'$oid': '5cc93263831b973d657f1b00'},NULL,http://images.huanqiu.com/sarons/2014/01/38e6bb7a050f6cd6db81ab41394658cc.jpg,10.6毫米,手枪,德国殖民战争，义和团运动，第一次世界大战，第二次世界大战,M1879帝国左轮手枪,1879年-1918年,,1.04千克,NULL,310毫米,NULL,6发,枪械与单兵,转轮枪支,NULL,德国,NULL
{'$oid': '5cc93263831b973d657f1b01'},NULL,http://images.huanqiu.com/sarons/2013/11/424c49839af12a37fe7d06d557b4c5ad.jpg,9毫米,手枪,NULL,Glock 17 手枪,NULL,"
格洛克17型手枪即格洛克17式9mm手枪。格洛克17式9mm手枪是奥地利格洛克有限公司于1983年应奥地利陆军的要求研制的。现今，格洛克手枪已经发展成为具有4种口径、8种型号的格洛克手枪族，并被40多个国家的军队和警察装备。
",0.62千克,NULL,186毫米,奥地利格洛克有限公司,31发,枪械与单兵,NULL,NULL,奥地利,NULL
{'$oid': '5cc93263831b973d657f1b02'},NULL,,7.62毫米,手枪,NULL,54式手枪,1954,,NULL,50米,NULL,北方工业,8发,枪械与单兵,NULL,NULL,中国,NULL
{'$oid': '5cc93263831b973d657f1b03'},NULL,,7.62毫米,手枪,NULL,80式冲锋手枪,NULL,,1.37千克,50米,302毫米,NULL,20发,枪械与单兵,NULL,60发/分,中国,NULL
