名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,旋翼直径,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
Re.2001战斗机,飞行器,563千米每小时,11米,DB601水冷式发动机(1175匹马力),1940年7月,单发,NULL,NULL,NULL,1100千米,{'$oid': '5cc930b2831b973d657f1036'},雷贾那公司,,3.15米,2485千克,NULL,意大利,亚音速,战斗机,"
Re.2001战斗机是Re.2000战斗机的改良型，由罗拔图.朗埃和安东尼奥.阿力斯研发，改用由德国受权生产的DB601水冷发动机，为此要把前段机身重新设计并把油箱移到中部机身后。
",雷贾那公司,平直翼,1人,8.2米,3285千克
伊-16战斗机 ,飞行器,440千米每小时,9米,M-25发动机,1933年,单发,NULL,NULL,NULL,810千米,{'$oid': '5cc930b2831b973d657f1037'},NULL,http://images.huanqiu.com/sarons/2014/01/ca9f9eec58ee38be4e986637a3278c6d.jpg,2.6米,1350千克,1934年,苏/俄,亚音速,战斗机,,玻利卡尔波夫计局,平直翼,1人,6.1米,1715千克
Me 209-II战斗机,飞行器,678千米每小时,10.95米,1个DB 603G发动机 （1397千瓦）,NULL,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc930b2831b973d657f1038'},NULL,http://images.huanqiu.com/sarons/2014/01/cb1d60870fce56296b76361a66a14c13.jpg,4米,3339千克,NULL,德国,亚音速,战斗机,,梅塞施密特公司,后掠翼,1人,9.74米,5414千克
雅克-38战斗机,飞行器,1280千米每小时,7.32米,R-28升举/推进喷射发动机，RD-38升举喷射发动机,1971年,双发,NULL,NULL,NULL,1300千米,{'$oid': '5cc930b2831b973d657f1039'},NULL,,4.25米,7385千克,1985年,苏/俄,亚音速,战斗机,,雅科夫列夫实验设计局,平直翼,1人,16.73米,11300千克
米格-35战斗机 ,飞行器,2400千米每小时,15米,克里莫夫RD-33MK加力涡扇发动机,2007年,双发,NULL,NULL,NULL,2000千米,{'$oid': '5cc930b3831b973d657f103a'},NULL,http://images.huanqiu.com/sarons/2014/01/b83dc3e566550f2e7cd8d9af7f91bce9.jpg,6米,11000千克,NULL,苏/俄,超音速,战斗机,"
米格-35（Mig-35）是在米格-29M/M2和米格-29k/kub技术基础上的发展机型，在俄罗斯的分级中，被列为4.5代战斗机，目前唯一的原型机是利用原先供应米格-29M2的验证机机身经过三次改进而成。米格-35的最大起飞重量较米格-29M2增加了30%，因此被列为中等重量的战斗机，超过了原先的分类标准。目前，俄罗斯正在为该机寻找海外市场，印度和阿尔及利亚为最大的潜在客户，该机在2009年开始量产。
",米高扬,后掠翼,2人,19米,29700千克
AUT.18战斗机,飞行器,480千米每小时,11.5米,飞雅特A80RC41风冷式发动机,1939年,单发,NULL,NULL,NULL,800千米,{'$oid': '5cc930b3831b973d657f103b'},NULL,,2.88米,2320千克,NULL,意大利,亚音速,战斗机,AUT.18战斗机是意大利一间名叫Aeronautica umbra（阿莱尼亚航空航天公司）的飞机制造厂内一名叫Felice Trojani的飞机工程师研发，目的是要取代当时意大利空军的双翼战斗机(例如:CR.42战斗机)，其名称开头正是Aeronautica Umbra和Trojani的缩写，18是指其主翼面积。,阿莱尼亚航空航天公司,平直翼,1人,8.56米,2975千克
伊尔-10攻击机,飞行器,550千米每小时,13.4米,一台MikulinAM-42活塞发动机,1944年,单发,NULL,NULL,NULL,800千米,{'$oid': '5cc930b3831b973d657f103c'},NULL,http://images.huanqiu.com/sarons/2014/01/6227768550cdb08bd2f754ec9ef15b49.jpg,4.14米,4680千克,1945年,苏/俄,亚音速,战斗机,,伊留申设计局,平直翼,2人,11.12米,6335千克
米格-9,飞行器,910千米每小时,10米,2具RD-20A喷射发动机,1946年4月,单发,NULL,NULL,NULL,1100千米,{'$oid': '5cc930b3831b973d657f103d'},NULL,http://images.huanqiu.com/sarons/2014/01/aa1dea4756a4a81a11cb1956800b6854.jpg,2.59米,3540千克,NULL,苏/俄,亚音速,战斗机,"
MiG-9由1946年开始生产并且进入苏联空军服役，一共生产610架。除了自己使用以外，还有少量外销到中国人民解放军空军，由于当时国民党空军不停空袭中国大陆的上海等城市，故由1950年11月起苏联空军派出4个师的MiG-9驻防上海，北京和广州等城市，但不久就被米格-15取代，1951年这些MiG-9全部移交中国，解放军使用至1956年，现在于北京航空航天大学和北京小汤山航空博物馆各收藏了一架。
",米格设计局,后掠翼,1人,9.75米,5501千克
Ba.27战斗机,飞行器,380千米每小时,10.68米,阿尔发·罗密欧“水星”IVA九缸星型气冷发动机,1933年,单发,10.68米,NULL,NULL,750千米,{'$oid': '5cc930b4831b973d657f103e'},NULL,http://images.huanqiu.com/sarons/2014/01/0a2508bd554ec1eb4e44a8e5fb96833e.jpg,3.4米,1260千克,1934年,意大利,亚音速,战斗机,,布雷达公司,平直翼,4人,7.75米,1903千克
米格-31战斗机,飞行器,3255千米每小时,13.46米,Д-30Ф6涡轮扇叶发动机,1975年9月16日,双发,NULL,NULL,NULL,NULL,{'$oid': '5cc930b4831b973d657f103f'},NULL,http://images.huanqiu.com/sarons/2014/01/a37765bccfa5e15660c00bc2882c1713.jpg,6.15米,21820千克,1982年,苏/俄,超音速,战斗机,"
米高扬米格-31，是目前世界上飞行速度最快的战斗机，北约代号捕狐犬，是一款由前苏联米高扬设计局以米格-25为基础进一步发展而成的超音速双座全天候拦截机。米格-31拥有推力超强的动力系统，因此得以驱动其庞大的机身进行超音速巡航，但相对的也拥有非常高的油耗；其具有光学迷彩与能盖过干扰反制的超强功率雷达，且因机身尺寸较大，直到21世纪都还能接受各种升级改装，经常被认为是空中预警机和战斗机的结合体。
",米高扬,三角面,2人,22.69米,46200千克
PZL P.1战斗机,飞行器,302千米每小时,10.85米,630马力 法国 Hispano-Suiza 12Lb 12缸水冷发动机 ×1,1929年8月,单发,NULL,NULL,NULL,600千米,{'$oid': '5cc930b4831b973d657f1040'},波兰PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/aa768c7b1bee43fc4b660bb70734339d.jpg,2.96米,1118千克,NULL,波兰,亚音速,战斗机,"
PZL P.1战斗机堪称二战时期波兰战斗机主流设计的鼻祖，1929年首机完成，以后波兰PZL航空制造集团在P.1战斗机的基础上开发出了一系列高海鸥翼单翼战斗机，使得高海鸥翼单翼战斗机几乎成了波兰战斗机的象征。
",波兰PZL航空制造集团,平直翼,1人,6.98米,1580千克
CR.42-箭式战斗机,飞行器,430千米每小时,9.7米,飞雅特A74RC38风冷式发动机,1939年,单发,NULL,NULL,NULL,780千米,{'$oid': '5cc930b4831b973d657f1041'},NULL,http://images.huanqiu.com/sarons/2014/01/e0fb99c1b871c7b133b334fb956e8e22.jpg,3.3米,1782千克,NULL,意大利,亚音速,战斗机,,飞雅特公司,双翼,1人,8.25米,2295千克
米格-3,飞行器,640千米每小时,10.2米,米库林 AM-35A 液冷 V-12,NULL,单发,NULL,NULL,NULL,580千米,{'$oid': '5cc930b4831b973d657f1042'},NULL,http://images.huanqiu.com/sarons/2014/01/f980f8a528437a49579724174bf9243b.jpg,3.5米,2699千克,NULL,苏/俄,亚音速,战斗机,"
米格-3战斗机是苏联在二战中使用的一种单座活塞式战斗机。该机由当时从属于第一国家飞机工厂的米高扬-格列维奇实验设计局设计，但最初的设计思想则来自波利卡尔波夫设计局的K型机。
",米格设计局,平直翼,1人,8.25米,3299千克
G.91战斗机,飞行器,1075千米每小时,8.58米,英国制喷射发动机,1956年,单发,NULL,NULL,NULL,1150千米,{'$oid': '5cc930b4831b973d657f1043'},NULL,,4米,3100千克,NULL,意大利,亚音速,战斗机,,飞雅特公司,后掠翼,1人,10.3米,5500千克
G.55-人马座战斗机,飞行器,623千米每小时,11.85米,戴姆勒-奔驰DB605发动机,1942年,单发,NULL,NULL,NULL,1200千米,{'$oid': '5cc930b4831b973d657f1044'},NULL,http://images.huanqiu.com/sarons/2014/01/1d777b36a1dd0a6f4d94d74da2d3dd88.jpg,3.13米,2630千克,1943年,意大利,亚音速,战斗机,,飞雅特公司,平直翼,1人,9.37米,3520千克
PZL P.6战斗机,飞行器,284千米每小时,NULL,480马力 英国 Bristol Jupiter　VI FH 9缸风冷发动机 ×1,NULL,单发,NULL,NULL,NULL,650千米,{'$oid': '5cc930b5831b973d657f1045'},PZL航空制造集团,,NULL,883千克,NULL,波兰,亚音速,战斗机,"
PZL P.6战斗机是由PZL P.1战斗机发展而来，依然是采用高海鸥翼，按照波兰空军的要求使用了风冷发动机，机身做了重新设计，飞机重量比P.1战斗机轻了200公斤，战斗性能有了不小的提高，1931年参加法国与美国的航空展获得了极高声誉，不过P.6战斗机仍未进行量产，波兰空军希望在P.6的基础上研制一型安装更大功率风冷发动机的战斗机装备部队。
",PZL航空制造集团,平直翼,1人,NULL,1355千克
PWS-10战斗机,飞行器,240千米每小时,NULL,478马力法国Lorraine-Dietrich LD-12Eb 12缸水冷发动机 ×1,1930年,单发,NULL,NULL,NULL,520千米,{'$oid': '5cc930b5831b973d657f1046'},波兰PWS飞机制造厂,,NULL,1113千克,NULL,波兰,亚音速,战斗机,"
PWS-10战斗机是波兰PWS飞机制造厂的产品，1930年试飞，虽然PZL的P.1比PWS-10性能更好，但因准备在P.1基础上研制装风冷发动机的新战机，所以P.1并没有量产，作为临时措施，PWS-10被下令先行投入批量生产，这是波兰第1种被批量生产的战斗机，到1932年总共生产了80架。
",波兰PWS飞机制造厂,平直翼,1人,NULL,1550千克
CR.32-箭式战斗机,飞行器,360千米每小时,9.5米,飞雅特 A30 RA-bis V12发动机,1933年,单发,NULL,1953年,NULL,781千米,{'$oid': '5cc930b5831b973d657f1047'},NULL,http://images.huanqiu.com/sarons/2014/01/8a3cfb257c1a76b00a70c7371560f742.jpg,2.36米,1455千克,NULL,意大利,亚音速,战斗机,,飞雅特公司,双翼,1人,7.47米,1975千克
He 162战斗机,飞行器,890千米每小时,8.45米,一台BMW 003E-1喷射发动机,1944年6月6日,双发,NULL,NULL,NULL,620千米,{'$oid': '5cc930b5831b973d657f1048'},亨克尔公司,http://images.huanqiu.com/sarons/2014/01/326ce36a366259221c8f332740d601cf.jpg,2.55米,1750千克,1945年,德国,亚音速,战斗机,"
He 162战斗机是德国于二战时第二架量产的喷射战斗机，期望以简单的设计大量生产，配合低飞行训练时间的飞行员拦截美国的轰炸机群，因此又有国民战斗机的昵称，参与了“火精灵”计划。

第一架原型机He 162 V1预计于1944年12月底以前试飞，而第一批1000架将于1945年4月生产完毕，同年5月时每个月的产量要提升至2000架。1945年3月26日一架由飞行员格哈德驾驶的He 162遇上一架落单的英军台风式战斗机，但由于向舵故障而未能把其击落。
",NULL,平直翼,1人,9.1米,2780千克
G.50-箭式战斗机,飞行器,470千米每小时,10.99米,飞雅特A74RC38风冷式发动机,1937年,单发,NULL,NULL,NULL,445千米,{'$oid': '5cc930b5831b973d657f1049'},NULL,,3.28米,1963千克,NULL,意大利,亚音速,战斗机,,飞雅特公司,平直翼,1人,8.01米,2404千克
MC.205-雷电战斗机,飞行器,640千米每小时,10.58米,DB605水冷式发动机,1942年,单发,NULL,NULL,NULL,950千米,{'$oid': '5cc930b5831b973d657f104a'},NULL,http://images.huanqiu.com/sarons/2014/01/a8caa3971a4bad998cc1bdb77085bd53.jpg,3.49米,2581千克,NULL,意大利,亚音速,战斗机,"
MC.205战斗机是MC.202战斗机的改良型，把发动机进一步换成Bf 109G战斗机相同的DB605水冷式发动机，于是要在机身下设置散热器，此外机翼加上MG 151机炮(20毫米口径)，这成为MC.205和MC.202外表上最大的分别换了发动机的MC.205飞行性能大为精进，例如在速度方面就比MC.202快了50公里/小时，整体飞行性能和Bf 109G旗鼓相当，即使面对强敌英军的喷火机也可以应付，也由于火力大为增强，以往意大利战机难以击落的盟军四发动机重型轰炸机，MC.205也可以对付，故此MC.205是意大利在第二次世界大战当中最厉害的国产战斗机。
",马其公司,平直翼,1人,8.85米,3900千克
I-153“海鸥”战斗机,飞行器,426千米每小时,9米,M-62活塞式气冷发动机， 推力为1000匹马力,1936年,NULL,NULL,1945年,NULL,470千米,{'$oid': '5cc930b6831b973d657f104b'},波利卡波夫设计局,http://images.huanqiu.com/sarons/2014/01/052a9b76f5d1d42c8d1093ac1612aea8.jpg,3米,1348千克,1938年,苏/俄,NULL,战斗机,"
I-153“海鸥”战斗机（俄文：И-153 Чайка）是苏联卡尔波夫设计局在1938年设计的双翼战斗机，I-15战斗机的改良型。I-153于1938至1941年生产，共计生产3437架。

于1934年服役的伊-15(玻利卡尔波夫I-15)由于生产技术的低劣以及速度不够而不受苏联空军欢迎，I-15的原始设计已无法承担更高性能，连带使得I-153自量产起即告落伍。
",NULL,双翼,1人,6.17米,1859千克
米格-23战斗机,飞行器,1350千米每小时,13.97米,R-35-300 带加力涡轮喷气式发动机,1967年6月10日,双发,NULL,1994年（俄罗斯）,NULL,2900千米,{'$oid': '5cc930b6831b973d657f104c'},NULL,http://images.huanqiu.com/sarons/2014/01/5eb0a9322a0d45759e96dbaa7d98ccdb.jpg,4.82米,9595千克,NULL,苏/俄,超音速,战斗机,"
米格-23战斗机是苏联米高扬-格列维奇飞机设计局于20世纪60年代研制的一种可变后掠翼多用途超音速战斗机。是20世纪70－80年代苏联国土防空部队的主要装备。北约代号鞭挞者（Flogger）。
",米高扬-格列维奇飞机设计局,变后掠翼,1人,16.7米,18030千克
米格-15战斗机,飞行器,1076千米每小时,10.8米,NULL,1947年6月,NULL,NULL,NULL,NULL,1782千米,{'$oid': '5cc930b6831b973d657f104d'},NULL,http://images.huanqiu.com/sarons/2014/01/c2604c4eb33595812142c9fcba481fb3.jpg,3.7米,3636千克,1948年6,苏/俄,亚音速,战斗机,"
米格－15战斗机（MiG 15）由苏联米高扬-格列维奇飞机设计局设计的，北约给予的绰号是“柴捆（Fagot）”，是苏联第一代喷气式战斗机的代表。据统计，米格－15战斗机各型机总产量超过16500架，是苏联制造数量最大的喷气式飞机。
",米高扬-古列维奇飞机设计局,后掠翼,1人,10.1米,5609千克
MC.202-雷电战斗机,飞行器,600千米每小时,10.58米,DB601A水冷式发动机,1940年,单发,NULL,NULL,NULL,765千米,{'$oid': '5cc930b6831b973d657f104e'},NULL,http://images.huanqiu.com/sarons/2014/01/9eeb7b49c4831fe4b0bea3f965569160.jpg,3.49米,2491千克,NULL,意大利,亚音速,战斗机,"
MC.202战斗机是MC.200战斗机的改良型，把发动机换成已名闻世界的Bf 109E战斗机相同的DB601水冷式发动机，于是要在机身下设置散热器，此外驾驶舱加上挡风玻璃变为封闭式，机翼加上SAFAT机枪(7.7毫米口径)。换了发动机的MC.202飞行性能大为改进，例如在速度方面就比MC.200快上足足100千米/小时。
",马其公司,平直翼,1人,8.85米,2930千克
PZL P.11战斗机,飞行器,390千米每小时,10.72米,600~630马力 PZL英式Bristol Mercury V S2 或 Mercury VI S2 9缸风冷发动机 ×1,NULL,单发,NULL,NULL,NULL,550千米,{'$oid': '5cc930b6831b973d657f104f'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/c0fb7d1d05b9a7ca9e510cfa1b8d464a.jpg,2.85米,1147千克,1934年（P.11c）,波兰,亚音速,战斗机,在P.7战斗机服役后，PZL航空制造集团又在P.7的基础上制作了安装更大功率气冷发动机的改进型，这就导致了PZLP.11战斗机的诞生。波兰空军首先订购了30架装有波兰按许可生产的，英国Bristol Mercury IV S2型575马力风冷发动的P.11a型战斗机。不久PZL进一步修改了P.11的机身与机翼，并使用了更大功率的发动机，这就是P.11c型战斗机。P.11c型战斗机1934年开始生产，第1批50架装按许可证生产的Bristol Mercury V S2型600马力发动机，其余的安装Mercury VI S2型630马力发动机。除了波兰空军以外，罗马尼亚空军也对P.11非常有兴趣，罗马尼亚空军购买了P.11c的生产许可自行生产了70架，此外还购买了50架P.11a的出口型P.11b，保加利亚，希腊，土耳其等国也购买了P.11。,PZL航空制造集团,平直翼,1人,7.55米,1800千克
米格-17战斗机,飞行器,1114千米每小时,9.63米,VK-1A,1950年1月14日,单发,NULL,NULL,NULL,2060千米,{'$oid': '5cc930b6831b973d657f1050'},NULL,http://images.huanqiu.com/sarons/2014/01/a0216cbebe0f2dc675952ad09828205b.jpg,3.8米,3798千克,1952年10月,苏/俄,超音速,战斗机,"
米格-17战斗机（北约代号“壁画”）是一款由苏联米高扬设计局研制和生产的战斗机。它是一架单引擎战斗机，其基本型号只有一名飞行员，中单翼。此外它还有可伸缩的起落架和加压座舱。它是基于米格-15战斗机的经验研制的。此款战机除了苏联以外还授权大量共产国进行量产因此有众多不同的衍生型。它后来被米格-19战斗机取代。中华人民共和国仿制的米格－17称为歼-5。
",米高扬设计局,后掠翼,1人,11.26米,5932千克
米格-21战斗机,飞行器,2230千米每小时,7.15米,1台RF13-300（P25）涡轮喷气发动机,1956年6月14日,单发,NULL,NULL,NULL,1300千米,{'$oid': '5cc930b6831b973d657f1051'},米高扬设计局,http://images.huanqiu.com/sarons/2014/01/1b25e37b35d6e127af92158a7283ab78.jpg,4.13米,5900千克,1958年,苏/俄,超音速,战斗机,"
米格-21战斗机是苏联米高扬·格列维奇设计局于1950年代初期研制的一种单座单发轻型超音速的第二代战斗机。北约代号为鱼床／鱼窝（Fishbed）。苏联飞行员给它的外号是“三角琴”波兰人则称它为“铅笔”。米格-21（包含仿制、改良型）可能是二十世纪产量最多的喷气式战斗机，越南战争是它最广为人知的战场，在中东地区跟以色列也是频频交手，其他如南北也门战争、印巴战争也看得到米格-21的踪影。至今仍然有不少米格-21活跃在世界上。
",NULL,三角面,2人,15.4米,9600千克
苏-37战斗机,飞行器,2500千米每小时,14.7米,Lyulka AL-37FU涡轮喷射引擎,1996年4月2日,双发,NULL,NULL,NULL,3300千米,{'$oid': '5cc930b6831b973d657f1052'},NULL,http://images.huanqiu.com/sarons/2014/01/754d6b368a964c7b166d260396342c29.jpg,6.43米,18500千克,NULL,苏/俄,超音速,战斗机,"
苏-37“终结者式”战斗机是一种由俄罗斯苏霍伊公司所开发生产的单座多用途原型喷射战斗机。由于苏-37是一系列由苏-27战斗机所衍生出来的新机种之一，因此延续了苏-27的北约代号，被称为侧卫F型（Flanker-F）。苏-37于1996年4月在莫斯科附近的朱可夫斯基飞行测试中心进行首次飞行。
",苏霍伊公司,后掠翼,1人,22.18米,35000千克
米格-19战斗机,飞行器,1455千米每小时,9.2米,图曼斯基RD-9B或RD-9BF-811 带加力涡轮喷气式发动机,1953年9月18日,单发,NULL,NULL,NULL,2200千米,{'$oid': '5cc930b7831b973d657f1053'},米高扬-古列维奇飞机设计局,,3.9米,5447千克,1955年,苏/俄,超音速,战斗机,"
米格-19战斗机是苏联米高扬-古列维奇飞机设计局于20世纪50年代研制的一种双发喷气式超音速战斗机。是苏联第二代喷气式战斗机，20世纪60－70年代苏联国土防空部队的主要装备，也是苏联第一种量产的超音速战斗机。北约代号农夫（Farmer）。中国仿制的米格－19称为歼-6。
",NULL,后掠翼,1人,12.5米,7560千克
MC.200-雷电战斗机,飞行器,504千米每小时,10.58米,飞雅特A74RC38风冷式发动机,1939年,单发,NULL,NULL,NULL,570千米,{'$oid': '5cc930b7831b973d657f1054'},NULL,http://images.huanqiu.com/sarons/2014/01/3a282c9e3381523201f46871ea013237.jpg,3.05米,1964千克,NULL,意大利,亚音速,战斗机,,马其公司,平直翼,1人,8.25米,2200千克
PZL P.7战斗机,飞行器,327千米每小时,NULL,520马力 英国 Bristol Jupiter VII F 9缸风冷发动机 ×1,NULL,单发,NULL,NULL,NULL,600千米,{'$oid': '5cc930b7831b973d657f1055'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/77ee47c419ac5f961f33521588d17914.jpg,NULL,1090千克,NULL,波兰,亚音速,战斗机,"
PZL P.7战斗机实际基本就是P.6机体稍做修改换装了更大功率风冷发动机，1932年批量投产151架，1933年全面取代PWS-10战斗机，P.7战斗机是全金属结构，在服役初期是当时最现代化的战斗机之一，不过到1939年战争爆发时，这种战斗机已经过时。
",PZL航空制造集团,平直翼,1人,NULL,1476千克
拉-5战斗机,飞行器,650千米每小时,9.68米,汽缸喷射式气冷发动机，1850马力,NULL,单发,NULL,NULL,NULL,990千米,{'$oid': '5cc930b7831b973d657f1056'},拉沃奇金设计局,http://images.huanqiu.com/sarons/2014/01/67a60c5a48900814ee2527a88737cf97.jpg,2.9米,2650千克,1942年7月,苏/俄,亚音速,战斗机,"
该机型1942年6月投产，参加了斯大林格勒空战和库尔斯克空战，战术机动性好，可靠耐用，是拉式系列战斗机中战功卓著的明星，生产和使用了上万架。是大部分二战时苏联王牌飞行员的爱机，和当时苏联唯一曾经击败过Me-262喷射战斗机的飞机。

战后本机被用来军援其他社会主义国家，并参加过韩战和中国台海冲突，还发展了拉-9和拉-11，补充了问题较多的早期喷射战斗机不足，成为了苏联末代的螺旋桨战斗机。
",NULL,平直翼,1人,8.71米,3400千克
La-9战斗机,飞行器,690千米每小时,9.8米,一具风冷式发动机（1850匹马力）,1946年8月,单发,NULL,1953年,NULL,NULL,{'$oid': '5cc930b7831b973d657f1057'},拉沃奇金设计局,http://images.huanqiu.com/sarons/2014/01/eeccfd2d1e2bf3b3a782998d4358c308.jpg,2.79米,2660千克,NULL,苏/俄,亚音速,战斗机,"
La-9战斗机是二大战后由拉沃奇金设计局设计的苏联末代螺旋桨战斗机，1946年6月试飞成功，1947年装备部队，共计生产了1559架。该机型1944年投入使用，综合性能超群，是拉式系列第一种全金属战斗机，为苏军典型的“前线战斗机”。

1950年1月，中国从苏联进口该机129架，首先用于战斗机航校的飞行训练。并有9架La-9飞机首次参加了国庆一周年阅兵，1959年最后5架退役。
",NULL,平直翼,1人,8.62米,3676千克
拉格-3战斗机,飞行器,575千米每小时,9.8米,一台Klimov M-105PF活塞发动机，功率1180马力,1939年3月30日,单发,NULL,NULL,NULL,1000千米,{'$oid': '5cc930b7831b973d657f1058'},拉沃契金设计局,,2.54米,2205千克,1941年,苏/俄,亚音速,战斗机,"
拉格-3战斗机是苏联在二战中生产和使用的一种单座单发活塞战斗机。从拉格-1派生而来，于1942年3月试飞成功。从1941年开始提前进入批量生产，直至1942年，共计生产6258架。到1942年冬季大反攻时，该机已成为苏联第一线主力机种。

作为德军入侵时前苏联拥有的较为现代化的战斗机之一，拉格-3以结实可靠著称。但在发动机性能和机动性上都比不上德军装备的Bf109F/G和FW190A，这两种飞机都曾给拉格-3以沉重的打击。
",NULL,平直翼,1人,8.81米,3190千克
苏-15战斗机,飞行器,2230千米每小时,9.34米,Tumansky R-13F2-300 涡轮喷气发动机,1962年5月30日,单发,NULL,1996年 (乌克兰),NULL,1500千米,{'$oid': '5cc930b8831b973d657f1059'},NULL,http://images.huanqiu.com/sarons/2014/01/4936f18cf113ede4b231c969ff710042.jpg,4.84米,10874千克,1967年,苏/俄,亚音速,战斗机,"
苏-15是前苏联苏霍伊设计局六十年代初开始研制的单座双发全天候高空超音速截击战斗机，北约集团给予的绰号是“细嘴瓶”(Flagon)。苏-15的原型机于1965年首次试飞，1969年生产型开始装备部队，并逐步取代老式的苏-9/11，成为前苏联的主力国土防空战斗机。在七十年代末期，苏-15是前苏联高度保密的机种之一，只配置在前苏联本土，没有进驻华约其他国家，也未出口，当时前苏联空军曾装备了800架以上的苏-15，如今则只能在航空博物馆的停机坪上看见它。
",苏霍伊,后掠翼,1人,19.56米,18140千克
纽堡17战斗机,飞行器,177千米每小时,NULL,一台鲁隆空冷发动机，最大功率110马力,NULL,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc930b8831b973d657f105a'},NULL,http://images.huanqiu.com/sarons/2014/01/554d8f43364a6a44be6d9874f16db134.jpg,2.13米,NULL,NULL,法国,亚音速,战斗机,"
纽堡17，由纽堡ll的基础上发展而来的，是法国著名的单发单座双翼战斗机。它的出现彻底扭转了福克E独霸一方天空的局面，并为法军夺回西线制空权。同时又是第一次世界大战前期王牌们乐意选用的机型。

其英国的使用者波尔，曾频频用机身上方的机枪攻击敌机脆弱的腹部，大获成功。他还勇敢地驾驶纽堡17单机飞往德国机场上空，趁拂晓时分，将一架又一架试图起飞的德敌打落，从而荣获胜利女神勋章。
",NULL,双翼,1人,5.94米,NULL
I-270战斗机,飞行器,936千米每小时,7.75米,一台火箭发动机(推力=14.2kN),1946年12月,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc930b8831b973d657f105b'},米格设计局,http://images.huanqiu.com/sarons/2014/01/6cd767ea2c2de6edcc4c367b955543fe.jpg,3.08米,1546千克,NULL,苏/俄,亚音速,战斗机,"
I-270是二战后苏联米格设计局以德国的Me 263战斗机为蓝本开发的火箭截击机，后被更具潜力的米格-15战斗机所替代。
",NULL,后掠翼,1人,8.92米,NULL
苏-47金雕式战斗机,飞行器,2600千米每小时,16.7米,2具土星公司AL-41F型涡扇发动机 带后燃器、数码控制推力向量,1997年9月25日,双发,NULL,NULL,NULL,4000千米,{'$oid': '5cc930b8831b973d657f105c'},NULL,http://images.huanqiu.com/sarons/2014/01/f7b802f6a3a7a0060db93599d6107ef6.jpg,6.3米,16830千克,NULL,苏/俄,亚音速,战斗机,"
苏-47“金雕”（英文：Su-47 Berkut），北约代号：firkin（小木桶），是一架由俄罗斯联邦苏霍伊航空集团研发的超音速试验机，曾在设计与试飞阶段曾经给予S-32和S-37的编号。这架飞机的最大特点在于前掠翼的设计，与美国格鲁门公司的X-29试验机很相似。自2002年以后编号改为Su-47之后，显示这是一架准备进入量产的战机，不过极有可能在量产前需要先经过大幅修改（成为苏霍伊的“战术空军的未来空中复合架构”下之一部分，也就是“PAK FA”计划），而Su-47的编号不见得会使用在苏霍伊最后推出的设计案上。
",苏霍伊航空集团,前掠翼,2人,22.6米,35000千克
拉格-1战斗机,飞行器,606千米每小时,9.8米,一台水冷式M-105发动机(1100匹马力),1939 年 3 月 30 日,单发,NULL,NULL,NULL,556千米,{'$oid': '5cc930b8831b973d657f105d'},拉沃奇金设计局,,4.4米,2478千克,NULL,苏/俄,亚音速,战斗机,"
拉格-1(LaGG-1)是苏联拉沃奇金设计局设计的第一种战斗机，于1939 年 3 月 30 日完成了第一次试飞，并于1940年开始生产，共计生产100架。该机600 千米/时 的最大速度以及一门 20毫米机炮，两挺 12.7毫米机枪的火力堪称是1941 年初世界优秀的战机之一。

但是其未能参与到1940年冬天和芬兰的战争，服役后因机动性和爬升率不理想，故改为生产其改良型拉格-3战斗机，而德苏战争开始时仍有两个航空队使用拉格-1。
",NULL,平直翼,1人,8.81米,5560千克
苏-17攻击机,飞行器,1860千米每小时,10.02米,AL-21F-3喷射发动机,1966年8月2日,单发,NULL,NULL,NULL,2250千米,{'$oid': '5cc930b8831b973d657f105e'},NULL,http://images.huanqiu.com/sarons/2014/01/65694bd11ba2c1d283ccbe2ad980900a.jpg,5.12米,12160千克,1970年,苏/俄,亚音速,战斗机,"
苏-17是前苏联苏霍伊设计局研制的变后掠翼单座战斗轰炸机，是由固定翼战斗轰炸机苏-7发展而来的。1966年8月2日原型机首次试飞。原型机于1967年7月在莫斯科附近的多莫杰多沃机场首次公开展开，北约集团曾给予绰号“装配匠”(fitter)。生产型苏-17C于1971年开始装备前苏联空军的前线航空兵。目前苏-17除装备前线航空兵之外，还装备前苏联海军航空兵。前华约组织的一些国家也装备了这种飞机，此外还向前华约组织以外的国家出口，如埃及、伊拉克、利比亚、阿尔及利亚、秘鲁和越南等国。目前苏-17已从俄罗斯空军退出现役。
",苏霍伊,后掠翼,1人,19.02米,17700千克
