发动机,服役时间,图片,最大航程,生产单位,机长,退役时间,产国,空重,大类,研发单位,类型,飞行速度,名称,最大飞行速度,关注度,最大起飞重量,_id,乘员,首飞时间,机高,气动布局,简介,发动机数量,翼展
2×通用电气公司CF6-80C2发动机,NULL,http://images.huanqiu.com/sarons/2014/01/1f61e5aecfc0974cfac9ec0efcba96be.jpg,8889千米,NULL,47.4米,NULL,英国,113999千克,飞行器,空中客车,通用飞机,亚音速,空中客车A310MRTT空中加油机/运输机,979.2千米每小时,NULL,163998千克,{'$oid': '5cc93140831b973d657f1368'},218人,2003年12月20日,15.8米,后掠翼,NULL,双发,43.9米
4个涡喷发动机,NULL,NULL,9100千米,NULL,49.9米,NULL,美国,112442千克,飞行器,NULL,通用飞机,亚音速,波音C-135系列特殊用途飞机,982千米每小时,NULL,134715千克,{'$oid': '5cc93140831b973d657f1369'},4人,暂无数据,12.9米,后掠翼,NULL,四发,44.4米
4个气缸引擎,1948年,http://images.huanqiu.com/sarons/2014/01/06b8bf3d818bd0c821af0fe56c4a047d.jpg,440千米,NULL,7.9米,NULL,捷克,700千克,飞行器,莫拉凡飞机制造公司,通用飞机,亚音速,兹林Z-26通用飞机,236千米每小时,NULL,1000千克,{'$oid': '5cc93140831b973d657f136a'},2人,1947年,2.06米,平直翼,NULL,单发,9.87米
大陆或莱卡明活塞发动机,NULL,http://images.huanqiu.com/sarons/2014/01/963c963467c77425333a9e783c72803a.jpg,1554千米,NULL,8.2米,NULL,美国,736千克,飞行器,塞斯纳飞机公司,通用飞机,亚音速,塞斯纳172“天鹰”单发活塞式轻型飞机,259千米每小时,NULL,1113千克,{'$oid': '5cc93140831b973d657f136b'},4人,1955年6月12日,2.6米,平直翼,NULL,单发,10.9米
大陆活塞发动机,NULL,http://images.huanqiu.com/sarons/2014/01/1501d4de3da7976d25c817241242f097.jpg,1573千米,NULL,7.9米,NULL,美国,771千克,飞行器,塞斯纳飞机公司,通用飞机,亚音速,塞斯纳180“ 高空马车”单发活塞式轻型通用飞机,272千米每小时,NULL,1270千克,{'$oid': '5cc93140831b973d657f136c'},6人,1952年5月26日,2.4米,平直翼,NULL,单发,11米
BMW-IV水冷式发动机(750匹马力),NULL,http://images.huanqiu.com/sarons/2014/01/b21a506ac71da3419ad4f274209c3e9d.jpg,2100千米,NULL,11.7米,NULL,德国,2360千克,飞行器,亨克尔公司,通用飞机,亚音速,He 70飞机,360千米每小时,NULL,3500千克,{'$oid': '5cc93141831b973d657f136d'},3人,1932年,3.1米,后掠翼,"
He 70飞机是亨克尔的多用途飞机，原本是民用飞机但有军事潜力，日本就是从He 70的基础上研发出九九式俯冲轰炸机并用于中日战争和太平洋战争。He 70飞机始于1930年，德国亨克尔为汉莎航空研制的一种新式邮务机，这是一种全铝合金制单翼飞机，有着流线形的机身和椭圆形机翼，He 70于1932年试飞成功并在1933年创下8项飞行的世界纪录，汉莎航空用此机种作为柏林至汉堡和法兰克福之间的邮务机，1936年西班牙内战爆发，28架He 70作为兀鹰军团的侦察机来到西班牙，之后其他国家也有使用He 70作为侦察机甚至轰炸机。
",单发,14.8米
2×大陆tsio-520-ae / ltsio-520-ae涡轮增压风冷平六活塞式发动机,1981年10月,http://images.huanqiu.com/sarons/2014/01/aff0eede48e6b464cb39616af962d150.jpg,1658千米,塞斯纳飞行器公司,9.3米,NULL,美国,1499千克,飞行器,NULL,通用飞机,亚音速,塞斯纳T303“十字军战士”双发活塞式轻型企业飞机,363千米每小时,NULL,2336千克,{'$oid': '5cc93141831b973d657f136e'},6人,1979年10月17日,4.1米,平直翼,"
塞斯纳T303“十字军战士”最初是作为四座飞机研制的，但后来重新设计成了六座飞机，装载涡轮增压发动机和反推螺旋桨。塞斯纳T303于1979年10月17日首飞，1981年10月开始交付使用，但于4年后停产。塞斯纳T303共计交付了297架。
",单发,11.9米
莱卡明发动机,NULL,http://images.huanqiu.com/sarons/2014/01/8966651740aa8638e917fada6e585b0c.jpg,1656千米,NULL,8.3米,NULL,美国,680千克,飞行器,塞斯纳飞机公司,通用飞机,亚音速,塞斯纳177“北美红雀”单发活塞式轻型飞机,289千米每小时,NULL,1100千克,{'$oid': '5cc93141831b973d657f136f'},4人,1966年7月15日,2.6米,平直翼,NULL,单发,10.8米
大陆或莱传明活塞发动机,1958年1月,http://images.huanqiu.com/sarons/2014/01/482dc2300362caf786687948e20c9696.jpg,1896千米,NULL,8.5米,NULL,美国,984千克,飞行器,塞斯纳飞机公司,通用飞机,亚音速,塞斯纳182“高空走廊”单发活塞式轻型飞机,278千米每小时,NULL,1406千克,{'$oid': '5cc93141831b973d657f1370'},4人,1956年,2.8米,平直翼,NULL,单发,10.9米
AE3007C1发动机,NULL,http://images.huanqiu.com/sarons/2014/01/d608df9b3e16a86e86eb2222a35e348f.jpg,5956千米,NULL,22.05米,NULL,美国,9798千克,飞行器,塞斯纳飞机制造公司,通用飞机,亚音速,奖状-10商业飞机,972千米每小时,NULL,16374千克,{'$oid': '5cc93142831b973d657f1371'},14人,1996年,5.84米,平直翼,NULL,双发,19.38米
TSIOF-550活塞发动机 ,NULL,http://images.huanqiu.com/sarons/2014/01/db1bf7bf14b404ddbb41fd081304c1d6.jpg,1850千米,NULL,8.59米,NULL,韩国,1100千克,飞行器,韩国航空宇宙产业,通用飞机,亚音速,KC-100通用飞机,389千米每小时,NULL,1600千克,{'$oid': '5cc93142831b973d657f1372'},4人,2011年,2.87米,平直翼,NULL,单发,11.37米
1× 什韦佐夫M-11FR型发动机，119千瓦（160马力）,NULL,http://images.huanqiu.com/sarons/2014/01/ebc48e08fe12cadbc4036ef5765eb04b.jpg,1250千米,雅科夫列夫  ,8.45米,NULL,苏/俄,820千克,飞行器,NULL,通用飞机,亚音速,雅克-10通用飞机,206千米每小时,NULL,1250千克,{'$oid': '5cc93142831b973d657f1373'},4人,1944年,NULL,平直翼,"
雅克-10是苏联雅科夫列夫设计局在20世纪40年代联络员设计和内置的轻型飞机。
",单发,12米
柯蒂斯V-1400发动机,1925年,http://images.huanqiu.com/sarons/2014/01/2e1bbd88e47919aa78c2b294e62682a1.jpg,467千米,NULL,6.71米,NULL,美国,968千克,飞行器,柯蒂斯飞机与发动机公司,通用飞机,亚音速,寇蒂斯-R3C水上飞机,394千米每小时,NULL,1242千克,{'$oid': '5cc93142831b973d657f1374'},1人,1925年,3.14米,双翼,NULL,单发,6.71米
Walter M-601B涡桨引擎,NULL,http://images.huanqiu.com/sarons/2014/01/960a0c8b14b369486de11b56bd433a64.jpg,640千米,NULL,8.55米,NULL,捷克,1043千克,飞行器,莫拉凡飞机制造公司,通用飞机,NULL,茲林Z-37通用飞机,210千米每小时,NULL,1850千克,{'$oid': '5cc93142831b973d657f1375'},2人,1963年,2.9米,平直翼,NULL,单发,12.22米
Continental O-300-A发动机,1948年,http://images.huanqiu.com/sarons/2014/01/ed0e5aec4c224ec230bc24a7ba3561da.jpg,950千米,NULL,7.61米,NULL,美国,547千克,飞行器,塞斯纳飞行器公司,通用飞机,亚音速,塞斯纳-170通用飞机,230千米每小时,NULL,998千克,{'$oid': '5cc93142831b973d657f1376'},4人,1947年,2.01米,平直翼,NULL,单发,10.97米
2×普拉特·惠特尼加拿大公司PW127C turboprops， 1846 kW（2475 hp）,NULL,NULL,3170千米,NULL,18.3米,NULL,苏/俄,NULL,飞行器,NULL,通用飞机,亚音速,米格-110客货两用飞机,500千米每小时,NULL,18000千克,{'$oid': '5cc93143831b973d657f1377'},51人,NULL,5.93米,平直翼,"
米格-110（俄语：МиГ-110）是俄罗斯于1995年开始研发，但至今仍未服役的双涡轮引擎客货两用飞机。
",双发,22.12米
Vedeneyev M-14PT径向引擎,NULL,http://images.huanqiu.com/sarons/2014/01/01e8df94d9e79522f12919cba804f380.jpg,1000千米,NULL,8.55米,NULL,俄罗斯,1270千克,飞行器,NULL,通用飞机,亚音速,雅克-58,300千米每小时,NULL,2100千克,{'$oid': '5cc93143831b973d657f1378'},6人,1993年12月26日,3.16米,后掠翼,"
Yak-58是low-winged单翼机的推杆式配置,由一个Vedeneyev M14PT径向发动机安装在机身尾部的发动机舱,驱动一个三叶螺旋桨。而不是传统的tailbooms,两个高度席卷鳍被直接安装到翅膀,并加入了水平尾翼。底盘是一个可伸缩的三轮车安排。飞行员和五名乘客座位安装,替换的选项的乘客450公斤(990千克)的货物。
",单发,12.7米
莱康明AIO-540 D4B5水平对置6缸发动机,NULL,http://images.huanqiu.com/sarons/2014/01/b91c1d85ca1d734a395081db1ba67ff7.jpg,640千米,NULL,6.62米,NULL,印度尼西亚,570千克,飞行器,莫拉凡飞机制造公司,通用飞机,亚音速,兹林Z-50通用飞机,240千米每小时,NULL,720千克,{'$oid': '5cc93143831b973d657f1379'},1人,1975年,1.86米,平直翼,NULL,单发,8.58米
Persy II发动机,NULL,http://images.huanqiu.com/sarons/2014/01/f454e9bc5e2834f6800ec436104df4e8.jpg,300千米,NULL,7.8米,NULL,捷克,290千克,飞行器,莫拉凡飞机制造公司,通用飞机,亚音速,兹林Z-Xll通用飞机,155千米每小时,NULL,520千克,{'$oid': '5cc93143831b973d657f137a'},2人,1935年,2.75米,平直翼,NULL,单发,10米
1具伊夫成科AI-14型星型活塞发动机,1946年,http://images.huanqiu.com/sarons/2014/01/8886738efef77af2b65d4eb3d58f69a1.jpg,700千米,俄罗斯斯摩棱斯克航空工厂,8.35米,NULL,苏/俄,1025千克,飞行器,NULL,通用飞机,亚音速,雅克-18T,300千米每小时,NULL,1650千克,{'$oid': '5cc93143831b973d657f137b'},2人,1946年,3.35米,平直翼,"
1973年到1982年期间，斯摩棱斯克航空工厂 共生产了537架雅克-18T飞机。该机曾一度停产，后来根据与技术航空公司签署的 协议，斯摩棱斯克航空工厂于1993年又恢复了该机的生产。恢复生产后的雅克-1 8T到目前为止共售出65架。该机的最大客户是乌里扬诺夫斯克的高等民航学校， 曾购买了17架，目前还打算再购买3架。
",单发,11.6米
2×大陆IO-360-C，每台210 hp (157 kW),1962年,http://images.huanqiu.com/sarons/2014/01/396ec0fd3694032e459c08f3b0c7c002.jpg,1553千米,NULL,4米,NULL,美国,1204千克,飞行器,塞斯纳飞机公司,通用飞机,亚音速,塞斯纳天空大师通用飞机,320千米每小时,NULL,2000千克,{'$oid': '5cc93144831b973d657f137c'},2人,1961年,2.84米,平直翼,"
塞斯纳天空大师是美国塞斯纳飞机公司出品的系列民用飞机，采用独特的双反轴螺旋桨，民用市场外销多国。Reims公司也在法国生产授权欧洲型。
",单发,9.07米
2×劳斯莱斯AE 3007 / a1p涡扇发动机,2001年,http://images.huanqiu.com/sarons/2014/01/517b1291cd6f220d1abe1d8bb60df015.jpg,6060千米,巴西航空工业公司,26.33米,在役,巴西,16000千克,飞行器,巴西航空工业公司,通用飞机,亚音速,莱格赛600公务机,834千米每小时,NULL,22500千克,{'$oid': '5cc93144831b973d657f137d'},3人,2000年,6.76米,后掠翼,"莱格赛600概念最初出现于2000年的英国汎保罗国际航空展，可载16名乘客飞行3,050海里（5,650公里），或8名乘客飞行3,450海里（6,390公里）。在莱格赛家族，包括莱格赛航天飞机，是以19名载客量的ERJ-135为发展基础的，瞄准低客量中距离的公务机市场，主要对手为加拿大宇航，以CRJ为发展基础的挑战者型。",双发,21.17米
四台涡轮螺旋桨发动机,NULL,NULL,5300千米,NULL,39.3米,NULL,中国,40000千克,飞行器,NULL,通用飞机,亚音速,蛟龙600水陆两用飞机,555千米每小时,NULL,49000千克,{'$oid': '5cc93144831b973d657f137e'},50人,NULL,12米,后掠翼,"
大型灭火/水上救援水陆两栖飞机（简称“蛟龙600”飞机）是为了满足我国森林灭火、水上应急救援任务的需要研制的大型水陆两栖飞机。飞机采用了单船身、悬臂上单翼布局型式；选装四台WJ6发动机，采用前三点可收放式起落架。“蛟龙600”为一款单船身四发涡轮螺旋桨式综合救援飞机，大小与A320相差不多，将成为世界上最大的一款水陆两用飞机。“
",四发,39米
